Column1;publisheddate;clean_text;Stock Name;symbol;Date;yusuf_bert;furkanU_bert;Sena_bert;model_3;before;now;after
721;5.06.2023 08:00;jump child death reveals impact industrialisation amazon indigenous people;Amazon;AMZN;5.06.2023;Negative;Negative;Negative;;1216600037;1205800018;1227699966
722;27.01.2023 16:13;brazil asleep rain come hope reawakens amazon;Amazon;AMZN;27.01.2023;Negative;Positive;Neutral;;9725;9751999664;9631999969
723;26.01.2023 22:24;human activity drought degrading third amazon rainforest;Amazon;AMZN;26.01.2023;Negative;Positive;Positive;;9368000031;9725;9751999664
724;25.01.2023 20:54;first uk industrial action amazon making impact say gmb;Amazon;AMZN;25.01.2023;Positive;Positive;Neutral;;9545999908;9368000031;9725
725;6.04.2023 17:32;cma investigate amazon bn takeover roomba firm;Amazon;AMZN;6.04.2023;Positive;Negative;Neutral;;102;1032900009;1024100037
726;19.03.2023 23:16;morning mail amazon act party drug loophole credit suisse takeover deal perrottet talk poky;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
727;5.01.2023 16:07;amazon axe worker u tech firm cut job;Amazon;AMZN;5.01.2023;Negative;Negative;Neutral;;8418000031;84;8581999969
728;25.01.2023 18:26;amazon play impact first strike uk worker happened;Amazon;AMZN;25.01.2023;Negative;Negative;Negative;;9545999908;9368000031;9725
729;21.07.2023 22:43;top tech firm commit ai safeguard amid fear pace change;Apple;AAPL;21.07.2023;Negative;Positive;Neutral;;1906900024;1939900055;1937299957
730;22.01.2023 03:05;first industrial action amazon uk hope strike firm union hostility;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
731;1.06.2023 02:01;amazon main uk division pay corporation tax second year row;Amazon;AMZN;31.05.2023;Negative;Positive;Neutral;;11675;115;1201100006
732;29.07.2023 13:00;like robot thing make u human ground inside story strike amazon;Amazon;AMZN;29.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
733;21.01.2023 10:00;carbon pirate preying amazon indigenous community;Amazon;AMZN;21.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
734;9.03.2023 10:16;amazon daisy jones six missing star quality;Amazon;AMZN;9.03.2023;Negative;Negative;Neutral;;9212999725;9490000153;9375
735;3.01.2023 17:00;lula save amazon record show might pull andre pagliarini;Amazon;AMZN;3.01.2023;Negative;Negative;Negative;;8304000092;8181999969;8418000031
736;1.06.2023 15:00;bruno pereira dom phllips killed amazon indigenous ally risk death carry work;Amazon;AMZN;1.06.2023;Negative;Negative;Negative;;115;1201100006;1216600037
737;9.01.2023 20:46;prince harrys memoir hit amazon predicted one year bestseller;Amazon;AMZN;9.01.2023;Positive;Positive;Neutral;;8581999969;8513999939;8312000275
738;2.07.2023 09:00;big picture celebration life peruvian rainforest;Amazon;AMZN;2.07.2023;Positive;Positive;Neutral;;1273300018;1291799927;1290399933
739;6.06.2023 00:30;tribute paid dom phillips bruno pereira year death;Tesla;TSLA;5.06.2023;Negative;Positive;Neutral;;2011600037;2039299927;2075200043
740;4.06.2023 12:30;event brazil uk celebrate life dom phillips bruno pereira;Microsoft;MSFT;4.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
741;20.05.2023 00:19;ex chief brazil indigenous agency charged murder bruno pereira dom phillips;Microsoft;MSFT;19.05.2023;Negative;Negative;Negative;;3089700012;3094599915;3117399902
742;2.06.2023 08:56;friday briefing year murder vital work bruno pereira dom phillips carry;Microsoft;MSFT;2.06.2023;Negative;Positive;Neutral;;3328900146;3312099915;3283900146
743;5.06.2023 20:32;guardian view bruno doms legacy defend nature defender editorial;Microsoft;MSFT;5.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
744;1.06.2023 15:00;one year death bruno pereira dom phillips work must go;Microsoft;MSFT;1.06.2023;Negative;Negative;Neutral;;3259200134;3328900146;3312099915
745;4.08.2023 00:39;apple revenue fall third straight quarter company invests heavily ai;Apple;AAPL;3.08.2023;Negative;Negative;Negative;;1932200012;1958300018;1964499969
746;22.05.2023 08:57;monday briefing take reverse damage done rainforest jair bolsonaro;Amazon;AMZN;22.05.2023;Negative;Negative;Neutral;;1111999969;1134000015;1155
747;30.07.2023 18:03;joy defiance gathering led amazonian chief raoni metuktire;Amazon;AMZN;30.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
748;14.02.2023 15:42;ikea foundation sends shelter syria turkey firm offer earthquake aid;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
749;2.03.2023 10:00;theyre concerned profit osha doj take amazon grueling working condition;Amazon;AMZN;2.03.2023;Negative;Negative;Negative;;9581999969;935;9376000214
750;25.04.2023 02:01;major tech firm face hefty fine new digital consumer bill;Google;GOOG;24.04.2023;Positive;Positive;Positive;;1064199982;1051200027;1050199966
751;13.02.2023 11:00;desantiss corporate donor fire hypocrisy black history month;Tesla;TSLA;13.02.2023;Negative;Negative;Neutral;;1947599945;1968099976;2012899933
752;12.04.2023 18:00;accc bos want new power crack online business make hard cancel subscription;Apple;AAPL;12.04.2023;Negative;Positive;Neutral;;1637599945;1646600037;1620299988
753;6.01.2023 17:00;job cut falling share go wrong u tech sector;Tesla;TSLA;6.01.2023;Negative;Negative;Negative;;1231800003;1080999985;1136399994
754;3.06.2023 20:00;youre looking die brazil river illegal fishing threatens life;Amazon;AMZN;3.06.2023;Negative;Negative;Neutral;;1216600037;1205800018;1227699966
755;21.04.2023 09:00;gold standard peru miner phase mercury bid clean industry;Amazon;AMZN;21.04.2023;Positive;Positive;Neutral;;1025100021;1027399979;1023000031
756;18.07.2023 21:51;meta make new version ai model available free charge microsoft;Microsoft;MSFT;18.07.2023;Positive;Positive;Neutral;;3324700012;3372000122;3426600037
757;29.01.2023 13:00;bezos washington post show honeymoon tech mogul medium owner;Amazon;AMZN;29.01.2023;Negative;Negative;Neutral;;9751999664;9631999969;9718000031
758;3.07.2023 10:27;tesla delivers record number car price cut lift sale;Tesla;TSLA;3.07.2023;Positive;Negative;Positive;;2410500031;2502100067;2562399902
759;24.06.2023 10:00;streaming roald dahl matilda musical best adaptation classic childrens book;Amazon;AMZN;24.06.2023;Positive;Positive;Neutral;;1257799988;1248300018;1301499939
760;13.07.2023 01:02;u uk call gratitude kyiv zelenskiys nato complaint;Tesla;TSLA;12.07.2023;Negative;Positive;Neutral;;282480011;2765400085;2744299927
761;13.04.2023 09:00;sonos era review sparkling wifi hi fi raise bar spatial audio;Tesla;TSLA;13.04.2023;Positive;Positive;Neutral;;1850599976;1845099945;1867899933
762;27.07.2023 18:26;brazil descendant african escaped slavery gain census recognition;Amazon;AMZN;27.07.2023;Positive;Positive;Neutral;;1299600067;130;1288000031
763;2.02.2023 09:00;meps launch site eu official report shady lobbying big tech;Tesla;TSLA;2.02.2023;Negative;Negative;Neutral;;1602700043;1778999939;1666600037
764;5.06.2023 15:00;best tv far;Apple;AAPL;5.06.2023;Positive;Positive;Neutral;;1773000031;17725;1800899963
765;1.06.2023 18:00;deadloch review ripsnorting whodunnit pump new blood old trope;Amazon;AMZN;1.06.2023;Negative;Positive;Neutral;;115;1201100006;1216600037
766;2.07.2023 13:00;sriracha lover feel heat hot sauce shortage continues;Tesla;TSLA;2.07.2023;Negative;Negative;Neutral;;2410500031;2502100067;2562399902
767;8.02.2023 10:00;cost loving valentine day idea wont break bank;Amazon;AMZN;8.02.2023;Positive;Positive;Neutral;;1051500015;1129100037;1033899994
768;29.03.2023 19:43;amazonian love god mockery god say wakefield christian;Amazon;AMZN;29.03.2023;Negative;Negative;Neutral;;9869999695;9870999908;9812999725
769;2.05.2023 13:00;one true love review sassy love triangle romcom slathered life lesson;Amazon;AMZN;2.05.2023;Positive;Positive;Neutral;;1025699997;1049800034;1098199997
770;4.07.2023 13:00;calendar girl review portrait senior dance troupe grooving florida;Amazon;AMZN;4.07.2023;Negative;Negative;Neutral;;1291799927;1290399933;1279000015
771;4.04.2023 18:22;uk status cinematic powerhouse risk warns oscar winner david puttnam;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
772;20.01.2023 17:56;google parent firm alphabet cut job worldwide;Google;GOOG;20.01.2023;Negative;Negative;Negative;;9280000305;9216000366;9177999878
773;20.07.2023 17:58;llama meta releasing open source ai model risk;Amazon;AMZN;20.07.2023;Negative;Positive;Neutral;;1343000031;1346799927;1335599976
774;3.08.2023 17:48;ai enhanced image threat democratic process expert warn;Tesla;TSLA;3.08.2023;Negative;Positive;Positive;;2557100067;2664400024;2674299927
775;29.04.2023 18:00;could ai save amazon rainforest;Amazon;AMZN;29.04.2023;Positive;Positive;Neutral;;1062099991;1025699997;1049800034
776;9.08.2023 00:48;brazilian president lula pledge new amazon dream rainforest summit;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
777;8.07.2023 15:00;white nationalist publisher data exposed amazon cloud leak;Amazon;AMZN;8.07.2023;Negative;Negative;Negative;;1302200012;1303800049;1283600006
778;2.06.2023 15:00;multinational company industrialised amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
779;20.06.2023 20:19;bernie sander launch investigation working condition amazon;Amazon;AMZN;20.06.2023;Negative;Positive;Neutral;;1266600037;1264199982;1271100006
780;6.08.2023 20:17;indigenous activist gather brazil discus future amazon;Amazon;AMZN;6.08.2023;Positive;Negative;Neutral;;1336799927;1316900024;1282100067
781;31.07.2023 13:58;uk farmer donated £k amazon indigenous meeting could take place;Amazon;AMZN;31.07.2023;Positive;Positive;Neutral;;1288000031;1291300049;1281499939
782;5.06.2023 08:00;rethink reform rebuild step save amazon;Amazon;AMZN;5.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
783;2.06.2023 15:00;visual guide deforestation brazil amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
784;22.06.2023 20:54;true believer ocado tempted amazon nil pratley;Amazon;AMZN;22.06.2023;Positive;Positive;Neutral;;1271100006;1254899979;1257799988
785;4.04.2023 14:07;amazon close book depository online shop;Amazon;AMZN;4.04.2023;Negative;Positive;Neutral;;9723999786;10025;102
786;17.07.2023 09:00;amazon fire max review nice looking tablet poor software;Amazon;AMZN;17.07.2023;Negative;Positive;Neutral;;1271299973;1287799988;1308000031
787;2.08.2023 19:10;amazon deforestation fall compared last july say brazilian minister;Amazon;AMZN;2.08.2023;Negative;Negative;Negative;;1281499939;12825;1322100067
788;8.08.2023 23:14;leader amazon nation gather brazil summit rainforest future;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
789;3.08.2023 15:06;hope lesson tiny reforestation scheme amazon;Amazon;AMZN;3.08.2023;Positive;Positive;Neutral;;12825;1322100067;1336799927
790;14.06.2023 09:00;amazon insisted report missing package police;Amazon;AMZN;14.06.2023;Negative;Negative;Negative;;1212300034;12425;1234300003
791;27.07.2023 15:33;want lula see indigenous chief continues fight amazon;Amazon;AMZN;27.07.2023;Positive;Negative;Neutral;;1299600067;130;1288000031
792;24.06.2023 13:00;going keep fighting delivery worker stand amazon;Amazon;AMZN;24.06.2023;Negative;Negative;Neutral;;1257799988;1248300018;1301499939
793;8.08.2023 08:00;small firm fear going bust amazon extends wait time sale proceeds;Amazon;AMZN;8.08.2023;Negative;Negative;Negative;;1316900024;1282100067;1289100037
794;23.05.2023 19:00;u regulator launch investigation worker death amazon warehouse;Amazon;AMZN;23.05.2023;Negative;Positive;Neutral;;1134000015;1155;1181500015
795;14.06.2023 17:25;amazon staff coventry vote six month strike;Amazon;AMZN;14.06.2023;Negative;Positive;Negative;;1212300034;12425;1234300003
796;14.06.2023 09:00;amazon fire ramping seller fee advertising cost;Amazon;AMZN;14.06.2023;Negative;Positive;Positive;;1212300034;12425;1234300003
797;28.06.2023 12:30;amazon facing urgent crime crisis gutting protection say drug tsar;Amazon;AMZN;28.06.2023;Negative;Negative;Negative;;1248300018;1301499939;1293300018
798;12.05.2023 19:14;amazon union member launch strike ballot two uk site;Amazon;AMZN;12.05.2023;Negative;Negative;Neutral;;1056600037;1058300018;1066200027
799;18.04.2023 17:00;uk company mining gold amazon disputed land;Amazon;AMZN;18.04.2023;Negative;Negative;Neutral;;9991999817;9783000183;1024000015
800;3.06.2023 14:00;amazon google fund anti abortion lawmaker complex shell game;Google;GOOG;3.06.2023;Negative;Negative;Neutral;;1246399994;1233700027;1243700027
801;2.06.2023 15:17;look corporation dominate amazon;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
802;22.06.2023 01:02;amazon duped million enrolling prime u regulator say lawsuit;Amazon;AMZN;21.06.2023;Negative;Positive;Neutral;;1264199982;1271100006;1254899979
803;31.03.2023 14:02;amazon worker coventry announce six new strike date;Amazon;AMZN;31.03.2023;Negative;Negative;Neutral;;9812999725;9804000092;9723999786
804;8.06.2023 15:38;gmb halt bid official amazon union claiming firm skewed staff number;Amazon;AMZN;8.06.2023;Negative;Negative;Negative;;1227699966;12425;1253000031
805;19.04.2023 13:05;lydia davis refuse sell next book amazon;Amazon;AMZN;19.04.2023;Negative;Negative;Neutral;;9783000183;1024000015;1025100021
806;15.04.2023 07:00;amazon doesnt care book barnes noble bounced back;Amazon;AMZN;15.04.2023;Positive;Negative;Neutral;;1021699982;9991999817;9783000183
807;30.05.2023 12:56;amazon uk offer parent term time working amid union battle;Amazon;AMZN;30.05.2023;Positive;Positive;Neutral;;1149899979;11675;115
808;28.05.2023 15:45;e bike charger posing fire risk found ebay amazon wishcom;Amazon;AMZN;28.05.2023;Negative;Negative;Negative;;1150100021;1149899979;11675
809;7.07.2023 16:47;ya author shoot amazon bestseller list viral tiktok video;Amazon;AMZN;7.07.2023;Positive;Positive;Neutral;;1303600006;1302200012;1303800049
810;11.07.2023 18:53;robot amazon uk worker striking prime day;Amazon;AMZN;11.07.2023;Negative;Negative;Neutral;;1303800049;1283600006;1297799988
811;17.03.2023 12:15;indigenous child suffer illegal miner amazon invasion;Amazon;AMZN;17.03.2023;Negative;Negative;Neutral;;9073000336;9243000031;9487999725
812;18.06.2023 19:27;social medium site failing curb cottage industry fake review amazon say;Amazon;AMZN;18.06.2023;Negative;Negative;Negative;;1265699997;1266600037;1264199982
813;7.07.2023 09:51;afternoon update robodebt report recommends prosecution another sydney shooting amazon deforestation drop;Amazon;AMZN;7.07.2023;Negative;Positive;Neutral;;1303600006;1302200012;1303800049
814;26.04.2023 08:15;amazon worker coventry request union recognition membership double;Amazon;AMZN;26.04.2023;Positive;Positive;Neutral;;1043000031;1038099976;1069599991
815;11.06.2023 18:22;going away amazon uk strike trio bullish gmb congress;Amazon;AMZN;11.06.2023;Positive;Negative;Neutral;;1253000031;1266100006;1212300034
816;28.04.2023 01:16;amazon beat expectation first quarter earnings share jump;Amazon;AMZN;27.04.2023;Positive;Positive;Positive;;1038099976;1069599991;1062099991
817;16.05.2023 12:00;noise pollution danger amazon warehouse upended sleepy new york neighborhood;Amazon;AMZN;16.05.2023;Negative;Positive;Neutral;;1066200027;1101900024;1121800003
818;2.06.2023 15:00;amazon tree felled six year meet beef demand;Amazon;AMZN;2.06.2023;Negative;Negative;Neutral;;1201100006;1216600037;1205800018
819;6.08.2023 14:00;look crisis amazon understand stake battling life mark ruffalo;Amazon;AMZN;6.08.2023;Negative;Negative;Neutral;;1336799927;1316900024;1282100067
820;16.04.2023 16:57;amazon worker coventry begin first two three day strike;Amazon;AMZN;16.04.2023;Negative;Negative;Neutral;;1021699982;9991999817;9783000183
821;26.05.2023 18:00;invoked shakespeare kates mclennan mccartney explaining australian swearing amazon;Amazon;AMZN;26.05.2023;Negative;Negative;Neutral;;11625;1150100021;1149899979
822;12.04.2023 11:44;hyundai urged stop illegal miner using machine amazon;Amazon;AMZN;12.04.2023;Positive;Positive;Negative;;1010999985;1020599976;1021699982
823;4.04.2023 09:00;alexa im dark amazon account disappeared;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
824;3.04.2023 18:00;amazon web service invest bn expanding australian cloud computing;Amazon;AMZN;3.04.2023;Positive;Positive;Neutral;;9804000092;9723999786;10025
825;10.03.2023 19:32;record deforestation brazil amazon rainforest show challenge facing lula;Amazon;AMZN;10.03.2023;Positive;Positive;Positive;;9490000153;9375;9355000305
826;1.06.2023 15:00;brazilian amazon risk taken mafia ex police chief warns;Amazon;AMZN;1.06.2023;Negative;Negative;Neutral;;115;1201100006;1216600037
827;17.06.2023 23:00;western arrogance wellness movement co opted amazon frog toxin deadly effect;Amazon;AMZN;17.06.2023;Positive;Negative;Neutral;;1265699997;1266600037;1264199982
828;23.03.2023 19:05;u amazon driver delivers package police standoff viral video show;Amazon;AMZN;23.03.2023;Negative;Negative;Neutral;;1000400009;9894999695;9770999908
829;3.02.2023 01:50;apple post first revenue drop four year;Apple;AAPL;2.02.2023;Negative;Negative;Negative;;1439600067;1459299927;143
830;20.03.2023 21:27;amazon cut another job new round layoff;Amazon;AMZN;20.03.2023;Negative;Negative;Negative;;9243000031;9487999725;9619999695
831;29.04.2023 09:00;many bridge amazon river try kid quiz;Amazon;AMZN;29.04.2023;Positive;Negative;Neutral;;1062099991;1025699997;1049800034
832;1.01.2023 03:01;whats netflix amazon month january;Amazon;AMZN;1.01.2023;Negative;Positive;Neutral;;8304000092;8181999969;8418000031
833;22.01.2023 20:14;jair bolsonaro accused act genocide amazonian group;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
834;5.04.2023 10:40;amazon microsoft face referral uk regulator cloud service market;Amazon;AMZN;5.04.2023;Negative;Positive;Neutral;;10025;102;1032900009
835;15.02.2023 00:47;amazon deploys fleet self driving robotaxis california street;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
836;4.06.2023 15:00;forest know amazon village message world photo essay;Amazon;AMZN;4.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
837;16.06.2023 13:00;force life indigenous wisdom helped rescue child lost amazon;Amazon;AMZN;16.06.2023;Positive;Positive;Neutral;;1234300003;1265699997;1266600037
838;8.04.2023 11:00;war attrition union victory u worker amazon stalled;Amazon;AMZN;8.04.2023;Negative;Negative;Positive;;1024100037;1039499969;1010999985
839;19.02.2023 13:30;cattle coca drive deforestation amazon colombia report;Amazon;AMZN;19.02.2023;Negative;Negative;Neutral;;9954000092;9969999695;1011600037
840;20.05.2023 15:00;thousand amazon staffer pouring seattle office restore downtown fortune;Amazon;AMZN;20.05.2023;Positive;Positive;Neutral;;1111999969;1134000015;1155
841;7.05.2023 11:02;amazon tesco join coalition compassion know welfare state failing gordon brown;Amazon;AMZN;7.05.2023;Negative;Positive;Neutral;;1020500031;1036299973;1036500015
842;28.03.2023 02:45;amazon warehouse parking lot play queer ageing capitalism win prize;Amazon;AMZN;27.03.2023;Positive;Positive;Neutral;;9770999908;1006100006;9869999695
843;13.02.2023 18:41;amazon worker coventry go strike seven day;Amazon;AMZN;13.02.2023;Negative;Negative;Negative;;1021800003;1021100006;1000500031
844;22.03.2023 16:48;amazon uk staff plan strike reject pay rise insult;Amazon;AMZN;22.03.2023;Negative;Negative;Negative;;9619999695;1000400009;9894999695
845;27.02.2023 08:00;dom phillips widow follow raising awareness crisis amazon;Amazon;AMZN;27.02.2023;Negative;Positive;Neutral;;9458000183;9579000092;9581999969
846;19.03.2023 17:00;fake eyelash remover used party drug delisted amazon sydney worldpride ban;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
847;10.01.2023 21:53;amazon shut three uk warehouse putting job risk;Amazon;AMZN;10.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
848;26.02.2023 12:00;amazon union leader fly help uk striker kick door;Amazon;AMZN;26.02.2023;Positive;Positive;Neutral;;9458000183;9579000092;9581999969
849;9.01.2023 11:00;lack respect outcry amazon employee death warehouse floor;Amazon;AMZN;9.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
850;5.06.2023 08:00;jump child death reveals impact industrialisation amazon indigenous people;Amazon;AMZN;5.06.2023;Negative;Negative;Negative;;1216600037;1205800018;1227699966
851;27.01.2023 16:13;brazil asleep rain come hope reawakens amazon;Amazon;AMZN;27.01.2023;Negative;Positive;Neutral;;9725;9751999664;9631999969
852;26.01.2023 22:24;human activity drought degrading third amazon rainforest;Amazon;AMZN;26.01.2023;Negative;Positive;Positive;;9368000031;9725;9751999664
853;25.01.2023 20:54;first uk industrial action amazon making impact say gmb;Amazon;AMZN;25.01.2023;Positive;Positive;Neutral;;9545999908;9368000031;9725
854;6.04.2023 17:32;cma investigate amazon bn takeover roomba firm;Amazon;AMZN;6.04.2023;Positive;Negative;Neutral;;102;1032900009;1024100037
855;19.03.2023 23:16;morning mail amazon act party drug loophole credit suisse takeover deal perrottet talk poky;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
856;5.01.2023 16:07;amazon axe worker u tech firm cut job;Amazon;AMZN;5.01.2023;Negative;Negative;Neutral;;8418000031;84;8581999969
857;25.01.2023 18:26;amazon play impact first strike uk worker happened;Amazon;AMZN;25.01.2023;Negative;Negative;Negative;;9545999908;9368000031;9725
858;21.07.2023 22:43;top tech firm commit ai safeguard amid fear pace change;Apple;AAPL;21.07.2023;Negative;Positive;Neutral;;1906900024;1939900055;1937299957
859;22.01.2023 03:05;first industrial action amazon uk hope strike firm union hostility;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
860;1.06.2023 02:01;amazon main uk division pay corporation tax second year row;Amazon;AMZN;31.05.2023;Negative;Positive;Neutral;;11675;115;1201100006
861;29.07.2023 13:00;like robot thing make u human ground inside story strike amazon;Amazon;AMZN;29.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
862;21.01.2023 10:00;carbon pirate preying amazon indigenous community;Amazon;AMZN;21.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
863;9.03.2023 10:16;amazon daisy jones six missing star quality;Amazon;AMZN;9.03.2023;Negative;Negative;Neutral;;9212999725;9490000153;9375
864;3.01.2023 17:00;lula save amazon record show might pull andre pagliarini;Amazon;AMZN;3.01.2023;Negative;Negative;Negative;;8304000092;8181999969;8418000031
865;1.06.2023 15:00;bruno pereira dom phllips killed amazon indigenous ally risk death carry work;Amazon;AMZN;1.06.2023;Negative;Negative;Negative;;115;1201100006;1216600037
866;9.01.2023 20:46;prince harrys memoir hit amazon predicted one year bestseller;Amazon;AMZN;9.01.2023;Positive;Positive;Neutral;;8581999969;8513999939;8312000275
867;2.07.2023 09:00;big picture celebration life peruvian rainforest;Amazon;AMZN;2.07.2023;Positive;Positive;Neutral;;1273300018;1291799927;1290399933
868;6.06.2023 00:30;tribute paid dom phillips bruno pereira year death;Tesla;TSLA;5.06.2023;Negative;Positive;Neutral;;2011600037;2039299927;2075200043
869;4.06.2023 12:30;event brazil uk celebrate life dom phillips bruno pereira;Microsoft;MSFT;4.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
870;20.05.2023 00:19;ex chief brazil indigenous agency charged murder bruno pereira dom phillips;Microsoft;MSFT;19.05.2023;Negative;Negative;Negative;;3089700012;3094599915;3117399902
871;2.06.2023 08:56;friday briefing year murder vital work bruno pereira dom phillips carry;Microsoft;MSFT;2.06.2023;Negative;Positive;Neutral;;3328900146;3312099915;3283900146
872;5.06.2023 20:32;guardian view bruno doms legacy defend nature defender editorial;Microsoft;MSFT;5.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
873;1.06.2023 15:00;one year death bruno pereira dom phillips work must go;Microsoft;MSFT;1.06.2023;Negative;Negative;Neutral;;3259200134;3328900146;3312099915
874;4.08.2023 00:39;apple revenue fall third straight quarter company invests heavily ai;Apple;AAPL;3.08.2023;Negative;Negative;Negative;;1932200012;1958300018;1964499969
875;22.05.2023 08:57;monday briefing take reverse damage done rainforest jair bolsonaro;Amazon;AMZN;22.05.2023;Negative;Negative;Neutral;;1111999969;1134000015;1155
876;30.07.2023 18:03;joy defiance gathering led amazonian chief raoni metuktire;Amazon;AMZN;30.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
877;14.02.2023 15:42;ikea foundation sends shelter syria turkey firm offer earthquake aid;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
878;2.03.2023 10:00;theyre concerned profit osha doj take amazon grueling working condition;Amazon;AMZN;2.03.2023;Negative;Negative;Negative;;9581999969;935;9376000214
879;25.04.2023 02:01;major tech firm face hefty fine new digital consumer bill;Google;GOOG;24.04.2023;Positive;Positive;Positive;;1064199982;1051200027;1050199966
880;13.02.2023 11:00;desantiss corporate donor fire hypocrisy black history month;Tesla;TSLA;13.02.2023;Negative;Negative;Neutral;;1947599945;1968099976;2012899933
881;12.04.2023 18:00;accc bos want new power crack online business make hard cancel subscription;Apple;AAPL;12.04.2023;Negative;Positive;Neutral;;1637599945;1646600037;1620299988
882;6.01.2023 17:00;job cut falling share go wrong u tech sector;Tesla;TSLA;6.01.2023;Negative;Negative;Negative;;1231800003;1080999985;1136399994
883;3.06.2023 20:00;youre looking die brazil river illegal fishing threatens life;Amazon;AMZN;3.06.2023;Negative;Negative;Neutral;;1216600037;1205800018;1227699966
884;21.04.2023 09:00;gold standard peru miner phase mercury bid clean industry;Amazon;AMZN;21.04.2023;Positive;Positive;Neutral;;1025100021;1027399979;1023000031
885;18.07.2023 21:51;meta make new version ai model available free charge microsoft;Microsoft;MSFT;18.07.2023;Positive;Positive;Neutral;;3324700012;3372000122;3426600037
886;29.01.2023 13:00;bezos washington post show honeymoon tech mogul medium owner;Amazon;AMZN;29.01.2023;Negative;Negative;Neutral;;9751999664;9631999969;9718000031
887;3.07.2023 10:27;tesla delivers record number car price cut lift sale;Tesla;TSLA;3.07.2023;Positive;Negative;Positive;;2410500031;2502100067;2562399902
